0,1,2
Grant Morrison,/people/person/profession,Playwright
Author,/people/profession/people_with_this_profession,Grant Morrison
Grant Morrison,/people/person/profession,Author
Glasgow,/location/location/people_born_here,Grant Morrison
Grant Morrison,/people/person/place_of_birth,Glasgow
Neil Gaiman,/people/person/nationality,United Kingdom
Neil Gaiman,/people/person/religion,Judaism
Neil Gaiman,/people/person/profession,Screenwriter
Neil Gaiman,/people/person/profession,Film producer
Film producer,/people/profession/people_with_this_profession,Neil Gaiman
Film director,/people/profession/people_with_this_profession,Neil Gaiman
Marriage,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,Neil Gaiman
Screenwriter,/people/profession/people_with_this_profession,Neil Gaiman
Neil Gaiman,/people/person/spouse_s./people/marriage/type_of_union,Marriage
Neil Gaiman,/people/person/profession,Film director
Neil Gaiman,/people/person/nationality,England
Neil Gaiman,/people/person/profession,Writer
Neil Gaiman,/people/person/profession,Author
Neil Gaiman,/people/person/ethnicity,English people
Neil Gaiman,/people/person/gender,Male
Author,/people/profession/people_with_this_profession,Neil Gaiman
Writer,/people/profession/people_with_this_profession,Neil Gaiman
English people,/people/ethnicity/people,Neil Gaiman
Vinnie Jones,/people/person/nationality,United Kingdom
Vinnie Jones,/people/person/profession,Composer
Vinnie Jones,/people/person/profession,Actor
Vinnie Jones,/people/person/profession,Film producer
Vinnie Jones,/people/person/place_of_birth,Watford
Composer,/people/profession/people_with_this_profession,Vinnie Jones
Actor,/people/profession/people_with_this_profession,Vinnie Jones
English people,/people/ethnicity/people,Vinnie Jones
Film producer,/people/profession/people_with_this_profession,Vinnie Jones
Vinnie Jones,/people/person/spouse_s./people/marriage/type_of_union,Marriage
Vinnie Jones,/people/person/places_lived./people/place_lived/location,Los Angeles
Vinnie Jones,/people/person/places_lived./people/place_lived/location,Watford
Vinnie Jones,/people/person/languages,English
Watford,/location/location/people_born_here,Vinnie Jones
Welsh people,/people/ethnicity/people,Vinnie Jones
Vinnie Jones,/people/person/ethnicity,English people
Vinnie Jones,/people/person/nationality,England
Vinnie Jones,/people/person/ethnicity,Welsh people
Vinnie Jones,/people/person/gender,Male
Marriage,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,Vinnie Jones
Mark Strong,/people/person/nationality,United Kingdom
Actor,/people/profession/people_with_this_profession,Mark Strong
Mark Strong,/people/person/religion,Catholicism
Mark Strong,/people/person/gender,Male
Marriage,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,Mark Strong
Mark Strong,/people/person/places_lived./people/place_lived/location,Munich
Mark Strong,/people/person/profession,Actor
Mark Strong,/people/person/languages,English
Mark Strong,/people/person/nationality,England
London,/location/location/people_born_here,Mark Strong
Mark Strong,/people/person/languages,German language
Mark Strong,/people/person/places_lived./people/place_lived/location,London
Mark Strong,/people/person/place_of_birth,London
Mark Strong,/people/person/spouse_s./people/marriage/type_of_union,Marriage
Derek Jacobi,/people/person/profession,Film director
Derek Jacobi,/people/person/nationality,United Kingdom
Derek Jacobi,/people/person/education./education/education/institution,University of Cambridge
Derek Jacobi,/people/person/education./education/education/institution,St John's College
Derek Jacobi,/people/person/gender,Male
Derek Jacobi,/people/person/nationality,England
Film director,/people/profession/people_with_this_profession,Derek Jacobi
Derek Jacobi,/people/person/profession,Actor
Actor,/people/profession/people_with_this_profession,Derek Jacobi
English people,/people/ethnicity/people,Derek Jacobi
Derek Jacobi,/people/person/ethnicity,English people
David Watkin,/people/deceased_person/place_of_death,Brighton
David Watkin,/people/person/nationality,United Kingdom
David Watkin,/people/person/profession,Cinematographer
David Watkin,/people/person/gender,Male
British people,/people/ethnicity/people,David Watkin
David Watkin,/people/person/spouse_s./people/marriage/type_of_union,Marriage
David Watkin,/people/person/ethnicity,British people
Marriage,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,David Watkin
Cinematographer,/people/profession/people_with_this_profession,David Watkin
Barry Gibb,/people/person/nationality,United Kingdom
Barry Gibb,/people/person/profession,Actor
Musician,/people/profession/people_with_this_profession,Barry Gibb
Marriage,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,Barry Gibb
Actor,/people/profession/people_with_this_profession,Barry Gibb
Guitarist,/people/profession/people_with_this_profession,Barry Gibb
Barry Gibb,/people/person/gender,Male
Barry Gibb,/people/person/profession,Screenwriter
Maurice Gibb,/people/person/sibling_s./people/sibling_relationship/sibling,Barry Gibb
Barry Gibb,/people/person/sibling_s./people/sibling_relationship/sibling,Robin Gibb
Robin Gibb,/people/person/sibling_s./people/sibling_relationship/sibling,Barry Gibb
Songwriter,/people/profession/people_with_this_profession,Barry Gibb
Singer-songwriter,/people/profession/people_with_this_profession,Barry Gibb
Barry Gibb,/people/person/sibling_s./people/sibling_relationship/sibling,Maurice Gibb
Barry Gibb,/people/person/profession,Guitarist
Barry Gibb,/people/person/spouse_s./people/marriage/type_of_union,Marriage
Barry Gibb,/people/person/profession,Musician
Barry Gibb,/people/person/places_lived./people/place_lived/location,Brisbane
Barry Gibb,/people/person/nationality,England
Barry Gibb,/people/person/profession,Singer-songwriter
Screenwriter,/people/profession/people_with_this_profession,Barry Gibb
Barry Gibb,/people/person/profession,Songwriter
Alan Rickman,/people/person/place_of_birth,Hammersmith
Alan Rickman,/people/person/nationality,United Kingdom
Alan Rickman,/people/person/education./education/education/institution,Royal College of Art
Alan Rickman,/people/person/education./education/education/institution,Chelsea College of Arts
Alan Rickman,/people/person/ethnicity,British people
Alan Rickman,/people/person/nationality,England
Domestic partnership,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,Alan Rickman
Alan Rickman,/people/person/spouse_s./people/marriage/type_of_union,Domestic partnership
British people,/people/ethnicity/people,Alan Rickman
Alan Rickman,/people/person/education./education/education/institution,Royal Academy of Dramatic Art
Hammersmith,/location/location/people_born_here,Alan Rickman
Alan Rickman,/people/person/languages,English
Alan Rickman,/people/person/gender,Male
Actor,/people/profession/people_with_this_profession,Alan Rickman
Alan Rickman,/people/person/profession,Actor
Alan Rickman,/people/person/places_lived./people/place_lived/location,Hammersmith
London,/location/location/people_born_here,Robert Pattinson
Robert Pattinson,/people/person/nationality,United Kingdom
Robert Pattinson,/people/person/gender,Male
Actor,/people/profession/people_with_this_profession,Robert Pattinson
British people,/people/ethnicity/people,Robert Pattinson
Robert Pattinson,/people/person/religion,Catholicism
Film producer,/people/profession/people_with_this_profession,Robert Pattinson
Robert Pattinson,/people/person/places_lived./people/place_lived/location,Los Angeles
Robert Pattinson,/people/person/ethnicity,British people
Model,/people/profession/people_with_this_profession,Robert Pattinson
Robert Pattinson,/people/person/place_of_birth,London
Robert Pattinson,/people/person/ethnicity,White people
White people,/people/ethnicity/people,Robert Pattinson
Musician,/people/profession/people_with_this_profession,Robert Pattinson
Robert Pattinson,/people/person/profession,Actor
Robert Pattinson,/people/person/profession,Model
Robert Pattinson,/people/person/places_lived./people/place_lived/location,London
Robert Pattinson,/people/person/profession,Film producer
Robert Pattinson,/people/person/nationality,England
Robert Pattinson,/people/person/profession,Musician
Simon Pegg,/people/person/gender,Male
Simon Pegg,/people/person/nationality,United Kingdom
Simon Pegg,/people/person/religion,Atheism
Simon Pegg,/people/person/education./education/education/major_field_of_study,Television
Simon Pegg,/people/person/education./education/education/major_field_of_study,Drama
Simon Pegg,/people/person/education./education/education/major_field_of_study,Film
Simon Pegg,/people/person/languages,English
Simon Pegg,/people/person/spouse_s./people/marriage/type_of_union,Marriage
Marriage,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,Simon Pegg
Simon Pegg,/people/person/education./education/education/institution,University of Bristol
Actor,/people/profession/people_with_this_profession,Simon Pegg
Simon Pegg,/people/person/profession,Screenwriter
Simon Pegg,/people/person/profession,Comedian
Simon Pegg,/people/person/education./education/education/major_field_of_study,Theatre
Comedian,/people/profession/people_with_this_profession,Simon Pegg
Simon Pegg,/people/person/profession,Actor
Simon Pegg,/people/person/education./education/education/degree,Bachelor of Arts
Screenwriter,/people/profession/people_with_this_profession,Simon Pegg
Edinburgh,/location/location/people_born_here,Arthur Conan Doyle
Arthur Conan Doyle,/people/person/profession,Physician
Arthur Conan Doyle,/people/person/gender,Male
Arthur Conan Doyle,/people/person/profession,Poet
Arthur Conan Doyle,/people/person/nationality,United Kingdom
Irish people in Great Britain,/people/ethnicity/people,Arthur Conan Doyle
Writer,/people/profession/people_with_this_profession,Arthur Conan Doyle
Cricket,/sports/sport/pro_athletes./sports/pro_sports_played/athlete,Arthur Conan Doyle
Arthur Conan Doyle,/people/person/religion,Agnosticism
Arthur Conan Doyle,/people/person/profession,Writer
Marriage,/people/marriage_union_type/unions_of_this_type./people/marriage/spouse,Arthur Conan Doyle
Arthur Conan Doyle,/people/person/education./education/education/institution,The University of Edinburgh
Arthur Conan Doyle,/people/person/nationality,Scotland
Arthur Conan Doyle,/people/person/education./education/education/major_field_of_study,Medicine
